text,title,note,category,amount,day_of_month,day_of_week,is_weekend
Quick Bus pass monthly renewal Paid via UPI for transport,Quick Bus pass monthly renewal,Paid via UPI for transport,transport,489.08,4,1,0
Bill for Coursera specialization certification at store,Bill for Coursera specialization certification at store,,education,22377.13,22,4,0
Online Metro card monthly recharge today Routine transport item,Online Metro card monthly recharge today,Routine transport item,transport,4157.54,18,6,1
Online First aid kit supplies at store Routine health item,Online First aid kit supplies at store,Routine health item,health,2729.63,5,1,0
Spent on Apple store accessories via GPay,Spent on Apple store accessories via GPay,,shopping,17160.2,1,5,1
Purchase at Parking space monthly rent urgent Routine rent item,Purchase at Parking space monthly rent urgent,Routine rent item,rent,44885.53,18,5,1
Spent on Rapido bike taxi for home Paid via UPI for transport,Spent on Rapido bike taxi for home,Paid via UPI for transport,transport,1852.37,6,6,1
Bill for PlayStation PS Plus subscription Personal spending on entertainment,Bill for PlayStation PS Plus subscription,Personal spending on entertainment,entertainment,2720.51,27,5,1
Paid for Bank transaction charge with card Routine other item,Paid for Bank transaction charge with card,Routine other item,other,3236.28,13,5,1
Paid for Home repair and plumbing at store Routine other item,Paid for Home repair and plumbing at store,Routine other item,other,137.25,8,6,1
Bill for Blood test and full body checkup via GPay Monthly health budget expense,Bill for Blood test and full body checkup via GPay,Monthly health budget expense,health,305.71,8,6,1
Quick College semester tuition fee Routine education item,Quick College semester tuition fee,Routine education item,education,12963.1,22,3,0
Online Sunglasses purchase for home Routine shopping item,Online Sunglasses purchase for home,Routine shopping item,shopping,7195.65,24,2,0
Bill for Broadband WiFi internet bill for home Monthly other budget expense,Bill for Broadband WiFi internet bill for home,Monthly other budget expense,other,1583.42,26,1,0
Paid for Room rent for current month today Routine rent item,Paid for Room rent for current month today,Routine rent item,rent,44094.16,3,0,0
Quick Amusement park entry ticket urgent Monthly entertainment budget expense,Quick Amusement park entry ticket urgent,Monthly entertainment budget expense,entertainment,246.36,19,5,1
Txn: Language learning app subscription for home Paid via UPI for education,Txn: Language learning app subscription for home,Paid via UPI for education,education,11545.5,12,6,1
Online Ola auto ride Monthly transport budget expense,Online Ola auto ride,Monthly transport budget expense,transport,3659.86,9,1,0
College semester tuition fee with card Paid via UPI for education,College semester tuition fee with card,Paid via UPI for education,education,15756.98,4,1,0
Purchase at PG accommodation fee with card,Purchase at PG accommodation fee with card,,rent,42632.03,8,6,1
Quick Tuition fee for coaching with discount Paid via UPI for education,Quick Tuition fee for coaching with discount,Paid via UPI for education,education,13533.05,13,0,0
Paid for Gift for friend birthday via GPay Paid via UPI for other,Paid for Gift for friend birthday via GPay,Paid via UPI for other,other,2615.54,8,0,0
Online Diesel filling for car today Monthly transport budget expense,Online Diesel filling for car today,Monthly transport budget expense,transport,3053.53,15,2,0
Bill for Legal notary & document stamps at store Personal spending on other,Bill for Legal notary & document stamps at store,Personal spending on other,other,5059.89,21,5,1
Paid for Medplus health supplements with card Paid via UPI for health,Paid for Medplus health supplements with card,Paid via UPI for health,health,5113.73,11,2,0
Bill for Amazon online purchase via GPay Personal spending on shopping,Bill for Amazon online purchase via GPay,Personal spending on shopping,shopping,4503.88,2,1,0
Paid for Quarterly rent transfer to landlord for home Routine rent item,Paid for Quarterly rent transfer to landlord for home,Routine rent item,rent,38686.6,16,6,1
Purchase at Kindle e-book purchase with discount Routine education item,Purchase at Kindle e-book purchase with discount,Routine education item,education,20088.55,16,0,0
Spent on Swiggy order for dinner today Paid via UPI for food,Spent on Swiggy order for dinner today,Paid via UPI for food,food,3392.41,13,2,0
Online Yoga class subscription today Paid via UPI for health,Online Yoga class subscription today,Paid via UPI for health,health,2522.4,19,3,0
Quick Dental clinic root canal visit at store Routine health item,Quick Dental clinic root canal visit at store,Routine health item,health,3208.12,14,5,1
Bill for Barbeque Nation buffet Personal spending on food,Bill for Barbeque Nation buffet,Personal spending on food,food,197.92,12,2,0
Txn: Winter jacket shopping Paid via UPI for shopping,Txn: Winter jacket shopping,Paid via UPI for shopping,shopping,10763.99,9,4,0
Spent on Language learning app subscription with discount Monthly education budget expense,Spent on Language learning app subscription with discount,Monthly education budget expense,education,11313.24,21,4,0
Quick Amazon Prime annual membership at store Monthly entertainment budget expense,Quick Amazon Prime annual membership at store,Monthly entertainment budget expense,entertainment,1098.39,23,2,0
Spent on Electricity bill payment for home Personal spending on other,Spent on Electricity bill payment for home,Personal spending on other,other,2163.61,17,1,0
Txn: Legal notary & document stamps today Monthly other budget expense,Txn: Legal notary & document stamps today,Monthly other budget expense,other,1868.29,28,2,0
Bill for Hospital OPD registration today Routine health item,Bill for Hospital OPD registration today,Routine health item,health,2919.71,14,5,1
Purchase at Books and stationery store for home Routine education item,Purchase at Books and stationery store for home,Routine education item,education,18965.88,24,1,0
Paid for Ayurvedic medicines purchase urgent Paid via UPI for health,Paid for Ayurvedic medicines purchase urgent,Paid via UPI for health,health,4973.5,19,4,0
Txn: Kitchen cookware set urgent Paid via UPI for shopping,Txn: Kitchen cookware set urgent,Paid via UPI for shopping,shopping,5253.87,10,1,0
Purchase at Yoga class subscription,Purchase at Yoga class subscription,,health,4301.43,6,1,0
Bill for Flipkart electronics sale today Paid via UPI for shopping,Bill for Flipkart electronics sale today,Paid via UPI for shopping,shopping,2658.15,24,1,0
Txn: Blood test and full body checkup via GPay Monthly health budget expense,Txn: Blood test and full body checkup via GPay,Monthly health budget expense,health,1008.17,25,4,0
LPG gas cylinder refill via GPay Paid via UPI for other,LPG gas cylinder refill via GPay,Paid via UPI for other,other,779.35,25,0,0
Purchase at Laundry dry cleaning for home Paid via UPI for other,Purchase at Laundry dry cleaning for home,Paid via UPI for other,other,1237.03,12,2,0
Spent on LPG gas cylinder refill Monthly other budget expense,Spent on LPG gas cylinder refill,Monthly other budget expense,other,1542.16,10,2,0
Purchase at Academic journal access fee today Personal spending on education,Purchase at Academic journal access fee today,Personal spending on education,education,23257.99,24,4,0
Sunglasses purchase Routine shopping item,Sunglasses purchase,Routine shopping item,shopping,2889.26,4,1,0
Online Flat maintenance charge for home Routine rent item,Online Flat maintenance charge for home,Routine rent item,rent,39338.87,17,5,1
Bill for Books and stationery store for home Paid via UPI for education,Bill for Books and stationery store for home,Paid via UPI for education,education,15885.74,1,4,0
Paid for Web development workshop fee at store Routine education item,Paid for Web development workshop fee at store,Routine education item,education,23637.3,23,2,0
Purchase at Medplus health supplements for home Personal spending on health,Purchase at Medplus health supplements for home,Personal spending on health,health,3293.08,3,0,0
Bill for Croma electronics cable & charger Routine shopping item,Bill for Croma electronics cable & charger,Routine shopping item,shopping,15976.32,6,1,0
Spent on College semester tuition fee Personal spending on education,Spent on College semester tuition fee,Personal spending on education,education,21520.25,10,3,0
Purchase at Cult.fit fitness pass today Monthly health budget expense,Purchase at Cult.fit fitness pass today,Monthly health budget expense,health,1821.72,1,2,0
Quick Bedsheet and pillow covers today,Quick Bedsheet and pillow covers today,,shopping,14153.18,27,0,0
Spent on Lunch thali at office canteen urgent,Spent on Lunch thali at office canteen urgent,,food,1409.23,2,1,0
Online Office space rent share with discount Monthly rent budget expense,Online Office space rent share with discount,Monthly rent budget expense,rent,40570.74,15,2,0
Purchase at Flipkart electronics sale at store Monthly shopping budget expense,Purchase at Flipkart electronics sale at store,Monthly shopping budget expense,shopping,15209.91,5,1,0
Spent on Spotify premium music renewal via GPay,Spent on Spotify premium music renewal via GPay,,entertainment,2482.0,9,3,0
Spent on Skillshare creative subscription with discount Personal spending on education,Spent on Skillshare creative subscription with discount,Personal spending on education,education,18914.11,7,1,0
Spent on Auto rickshaw cash fare at store Monthly transport budget expense,Spent on Auto rickshaw cash fare at store,Monthly transport budget expense,transport,91.47,5,2,0
Paid for Language learning app subscription at store Monthly education budget expense,Paid for Language learning app subscription at store,Monthly education budget expense,education,5507.28,8,0,0
Purchase at Apple store accessories today Monthly shopping budget expense,Purchase at Apple store accessories today,Monthly shopping budget expense,shopping,8644.65,24,5,1
Quick Office space rent share with discount Monthly rent budget expense,Quick Office space rent share with discount,Monthly rent budget expense,rent,19608.0,15,6,1
Online College semester tuition fee for home Routine education item,Online College semester tuition fee for home,Routine education item,education,18896.89,8,5,1
Purchase at Cafe Coffee Day latte for home Monthly food budget expense,Purchase at Cafe Coffee Day latte for home,Monthly food budget expense,food,831.86,6,1,0
Spent on Dermatologist skin treatment at store Routine health item,Spent on Dermatologist skin treatment at store,Routine health item,health,426.54,23,6,1
Spent on Ola auto ride urgent,Spent on Ola auto ride urgent,,transport,2090.11,26,5,1
Online BigBasket weekly vegetables via GPay Personal spending on food,Online BigBasket weekly vegetables via GPay,Personal spending on food,food,3356.73,10,0,0
